State,Year,Quarter,District,Registered_users,App_opens
tamil-nadu,2020,1,Krishnagiri,379857,6993104
tamil-nadu,2020,1,Cuddalore,247650,2974425
tamil-nadu,2020,1,Kancheepuram,626872,12333880
tamil-nadu,2020,1,Tiruppur,488697,7062739
tamil-nadu,2020,1,Dharmapuri,194617,3208124
tamil-nadu,2020,1,Thoothukkudi,152572,1838344
tamil-nadu,2020,1,Thanjavur,208798,2797086
tamil-nadu,2020,1,Madurai,402474,5507257
tamil-nadu,2020,1,Tiruvannamalai,230261,3220937
tamil-nadu,2020,1,Salem,442045,5979694
tamil-nadu,2020,1,Nagapattinam,101777,1199502
tamil-nadu,2020,1,Tirupathur,148648,2283628
tamil-nadu,2020,1,Ariyalur,60040,750655
tamil-nadu,2020,1,Chennai,1340762,25098869
tamil-nadu,2020,1,The Nilgiris,80235,1121593
tamil-nadu,2020,1,Erode,279035,3501764
tamil-nadu,2020,1,Karur,102936,1273957
tamil-nadu,2020,1,Kallakkurichi,138096,1826308
tamil-nadu,2020,1,Viluppuram,181301,2691021
tamil-nadu,2020,1,Pudukkottai,103610,1301766
tamil-nadu,2020,1,Perambalur,50493,630038
tamil-nadu,2020,1,Coimbatore,868832,14620009
tamil-nadu,2020,1,Virudhunagar,158388,1996827
tamil-nadu,2020,1,Dindigul,204661,2864002
tamil-nadu,2020,1,Sivaganga,106993,1359734
tamil-nadu,2020,1,Tenkasi,92142,1017754
tamil-nadu,2020,1,Chengalpattu,912587,24586991
tamil-nadu,2020,1,Kanniyakumari,171611,1981360
tamil-nadu,2020,1,Tirunelveli,158258,1860525
tamil-nadu,2020,1,Thiruvallur,1041642,18732482
tamil-nadu,2020,1,Theni,111186,1398101
tamil-nadu,2020,1,Ranipet,160257,2386777
tamil-nadu,2020,1,Namakkal,191510,2352284
tamil-nadu,2020,1,Vellore,225181,4369641
tamil-nadu,2020,1,Thiruvarur,75272,891778
tamil-nadu,2020,2,Tiruchirappalli,383178,4397712
tamil-nadu,2020,2,Ramanathapuram,111008,1538437
tamil-nadu,2020,2,Krishnagiri,424184,6702370
tamil-nadu,2020,2,Cuddalore,283455,3562036
tamil-nadu,2020,2,Kancheepuram,678899,7473570
tamil-nadu,2020,2,Tiruppur,550609,5884781
tamil-nadu,2020,2,Dharmapuri,221016,3874848
tamil-nadu,2020,2,Thoothukkudi,176731,2097792
tamil-nadu,2020,2,Thanjavur,240366,2808288
tamil-nadu,2020,2,Madurai,456527,5318809
tamil-nadu,2020,2,Tiruvannamalai,264353,4180733
tamil-nadu,2020,2,Salem,499360,6083707
tamil-nadu,2020,2,Nagapattinam,119011,1465103
tamil-nadu,2020,2,Tirupathur,170574,2597785
tamil-nadu,2020,2,Ariyalur,70530,1030795
tamil-nadu,2020,2,Chennai,1436722,13039961
tamil-nadu,2020,2,The Nilgiris,93246,1275950
tamil-nadu,2020,2,Erode,317681,3331606
tamil-nadu,2020,2,Karur,118636,1436363
tamil-nadu,2020,2,Kallakkurichi,160550,2486862
tamil-nadu,2020,2,Viluppuram,206170,3122431
tamil-nadu,2020,2,Pudukkottai,122447,1627425
tamil-nadu,2020,2,Perambalur,58963,747910
tamil-nadu,2020,2,Coimbatore,958191,9575606
tamil-nadu,2020,2,Virudhunagar,184693,2347483
tamil-nadu,2020,2,Dindigul,236638,3137832
tamil-nadu,2020,2,Sivaganga,125461,1694826
tamil-nadu,2020,2,Tenkasi,108499,1389035
tamil-nadu,2020,2,Chengalpattu,979769,11430968
tamil-nadu,2020,2,Kanniyakumari,201361,2294160
tamil-nadu,2020,2,Tirunelveli,182743,2083902
tamil-nadu,2020,2,Thiruvallur,1140330,13599646
tamil-nadu,2020,2,Theni,129850,1754220
tamil-nadu,2020,2,Ranipet,180545,2540420
tamil-nadu,2020,2,Namakkal,217014,2357316
tamil-nadu,2020,2,Vellore,252106,3459528
tamil-nadu,2020,2,Thiruvarur,89370,1157231
tamil-nadu,2020,3,Tiruchirappalli,433221,5742354
tamil-nadu,2020,3,Ramanathapuram,127682,1769579
tamil-nadu,2020,3,Krishnagiri,480568,9843357
tamil-nadu,2020,3,Cuddalore,323758,4318946
tamil-nadu,2020,3,Kancheepuram,744437,10979357
tamil-nadu,2020,3,Tiruppur,625391,8853479
tamil-nadu,2020,3,Dharmapuri,250927,4858338
tamil-nadu,2020,3,Thoothukkudi,202127,2568735
tamil-nadu,2020,3,Thanjavur,275156,3451569
tamil-nadu,2020,3,Madurai,516447,6967595
tamil-nadu,2020,3,Tiruvannamalai,299947,4626373
tamil-nadu,2020,3,Salem,564858,8036658
tamil-nadu,2020,3,Nagapattinam,136672,1679819
tamil-nadu,2020,3,Tirupathur,195018,3207917
tamil-nadu,2020,3,Ariyalur,81288,1186221
tamil-nadu,2020,3,Chennai,1566152,19853785
tamil-nadu,2020,3,The Nilgiris,107078,1552763
tamil-nadu,2020,3,Erode,364107,4686901
tamil-nadu,2020,3,Karur,136196,1821465
tamil-nadu,2020,3,Kallakkurichi,186752,3015004
tamil-nadu,2020,3,Viluppuram,233908,3650029
tamil-nadu,2020,3,Pudukkottai,142310,1923958
tamil-nadu,2020,3,Perambalur,68517,960757
tamil-nadu,2020,3,Coimbatore,1073680,14633137
tamil-nadu,2020,3,Virudhunagar,211752,2813373
tamil-nadu,2020,3,Dindigul,271023,3960702
tamil-nadu,2020,3,Sivaganga,145227,2077288
tamil-nadu,2020,3,Tenkasi,125008,1608242
tamil-nadu,2020,3,Chengalpattu,1064263,15465951
tamil-nadu,2020,3,Kanniyakumari,232596,2873401
tamil-nadu,2020,3,Tirunelveli,209034,2600875
tamil-nadu,2020,3,Thiruvallur,1260923,18894716
tamil-nadu,2020,3,Theni,150319,2140066
tamil-nadu,2020,3,Ranipet,203081,3140985
tamil-nadu,2020,3,Namakkal,246708,3170275
tamil-nadu,2020,3,Vellore,283896,4428079
tamil-nadu,2020,3,Thiruvarur,103424,1321235
tamil-nadu,2020,4,Tiruchirappalli,487716,7800392
tamil-nadu,2020,4,Ramanathapuram,145999,2165346
tamil-nadu,2020,4,Krishnagiri,545815,15449925
tamil-nadu,2020,4,Cuddalore,369293,5648690
tamil-nadu,2020,4,Kancheepuram,829207,18203380
tamil-nadu,2020,4,Tiruppur,710489,12955683
tamil-nadu,2020,4,Dharmapuri,282824,6532789
tamil-nadu,2020,4,Thoothukkudi,229630,3340803
tamil-nadu,2020,4,Thanjavur,313862,4559579
tamil-nadu,2020,4,Madurai,582252,9594616
tamil-nadu,2020,4,Tiruvannamalai,339997,6067460
tamil-nadu,2020,4,Salem,638883,11221873
tamil-nadu,2020,4,Nagapattinam,157944,2206727
tamil-nadu,2020,4,Tirupathur,222641,4673945
tamil-nadu,2020,4,Ariyalur,92841,1414528
tamil-nadu,2020,4,Chennai,1731527,34622039
tamil-nadu,2020,4,The Nilgiris,122548,2221229
tamil-nadu,2020,4,Erode,414616,6764324
tamil-nadu,2020,4,Karur,155208,2430114
tamil-nadu,2020,4,Kallakkurichi,212502,3489787
tamil-nadu,2020,4,Viluppuram,265349,4842033
tamil-nadu,2020,4,Pudukkottai,163394,2443995
tamil-nadu,2020,4,Perambalur,78324,1246209
tamil-nadu,2020,4,Coimbatore,1205249,22669786
tamil-nadu,2020,4,Virudhunagar,241382,3709784
tamil-nadu,2020,4,Dindigul,307925,5367168
tamil-nadu,2020,4,Sivaganga,166798,2627172
tamil-nadu,2020,4,Tenkasi,142862,2009081
tamil-nadu,2020,4,Chengalpattu,1170720,25436109
tamil-nadu,2020,4,Kanniyakumari,262708,3675595
tamil-nadu,2020,4,Tirunelveli,237977,3457326
tamil-nadu,2020,4,Thiruvallur,1408348,29646954
tamil-nadu,2020,4,Theni,171990,2779589
tamil-nadu,2020,4,Ranipet,229732,4467031
tamil-nadu,2020,4,Namakkal,280271,4367389
tamil-nadu,2020,4,Vellore,319993,6500445
tamil-nadu,2020,4,Thiruvarur,118770,1624657
tamil-nadu,2018,1,Tiruchirappalli,62230,0
tamil-nadu,2018,1,Ramanathapuram,14636,0
tamil-nadu,2018,1,Krishnagiri,66958,0
tamil-nadu,2018,1,Cuddalore,43486,0
tamil-nadu,2018,1,Kancheepuram,136352,0
tamil-nadu,2018,1,Tiruppur,87652,0
tamil-nadu,2018,1,Dharmapuri,33682,0
tamil-nadu,2018,1,Thoothukkudi,25509,0
tamil-nadu,2018,1,Thanjavur,36258,0
tamil-nadu,2018,1,Madurai,72582,0
tamil-nadu,2018,1,Tiruvannamalai,40279,0
tamil-nadu,2018,1,Salem,88288,0
tamil-nadu,2018,1,Nagapattinam,15626,0
tamil-nadu,2018,1,Tirupathur,25242,0
tamil-nadu,2018,1,Ariyalur,9211,0
tamil-nadu,2018,1,Chennai,292004,0
tamil-nadu,2018,1,The Nilgiris,13351,0
tamil-nadu,2018,1,Erode,53761,0
tamil-nadu,2018,1,Karur,19098,0
tamil-nadu,2018,1,Kallakkurichi,20750,0
tamil-nadu,2018,1,Viluppuram,31546,0
tamil-nadu,2018,1,Pudukkottai,16067,0
tamil-nadu,2018,1,Perambalur,8476,0
tamil-nadu,2018,1,Coimbatore,170306,0
tamil-nadu,2018,1,Virudhunagar,27079,0
tamil-nadu,2018,1,Dindigul,34025,0
tamil-nadu,2018,1,Sivaganga,16919,0
tamil-nadu,2018,1,Tenkasi,15000,0
tamil-nadu,2018,1,Chengalpattu,215210,0
tamil-nadu,2018,1,Kanniyakumari,28347,0
tamil-nadu,2018,1,Tirunelveli,28006,0
tamil-nadu,2018,1,Thiruvallur,215622,0
tamil-nadu,2018,1,Theni,18253,0
tamil-nadu,2018,1,Ranipet,31107,0
tamil-nadu,2018,1,Namakkal,38529,0
tamil-nadu,2018,1,Vellore,42137,0
tamil-nadu,2018,1,Thiruvarur,11170,0
tamil-nadu,2018,2,Tiruchirappalli,91156,0
tamil-nadu,2018,2,Ramanathapuram,22157,0
tamil-nadu,2018,2,Krishnagiri,96842,0
tamil-nadu,2018,2,Cuddalore,63447,0
tamil-nadu,2018,2,Kancheepuram,188583,0
tamil-nadu,2018,2,Tiruppur,128535,0
tamil-nadu,2018,2,Dharmapuri,49703,0
tamil-nadu,2018,2,Thoothukkudi,38026,0
tamil-nadu,2018,2,Thanjavur,53239,0
tamil-nadu,2018,2,Madurai,105957,0
tamil-nadu,2018,2,Tiruvannamalai,58386,0
tamil-nadu,2018,2,Salem,126830,0
tamil-nadu,2018,2,Nagapattinam,23371,0
tamil-nadu,2018,2,Tirupathur,36233,0
tamil-nadu,2018,2,Ariyalur,14083,0
tamil-nadu,2018,2,Chennai,401349,0
tamil-nadu,2018,2,The Nilgiris,19063,0
tamil-nadu,2018,2,Erode,77385,0
tamil-nadu,2018,2,Karur,27639,0
tamil-nadu,2018,2,Kallakkurichi,30936,0
tamil-nadu,2018,2,Viluppuram,45050,0
tamil-nadu,2018,2,Pudukkottai,24385,0
tamil-nadu,2018,2,Perambalur,12343,0
tamil-nadu,2018,2,Coimbatore,244374,0
tamil-nadu,2018,2,Virudhunagar,40179,0
tamil-nadu,2018,2,Dindigul,50731,0
tamil-nadu,2018,2,Sivaganga,25789,0
tamil-nadu,2018,2,Tenkasi,22686,0
tamil-nadu,2018,2,Chengalpattu,292432,0
tamil-nadu,2018,2,Kanniyakumari,41038,0
tamil-nadu,2018,2,Tirunelveli,40760,0
tamil-nadu,2018,2,Thiruvallur,300210,0
tamil-nadu,2018,2,Theni,27112,0
tamil-nadu,2018,2,Ranipet,43481,0
tamil-nadu,2018,2,Namakkal,55375,0
tamil-nadu,2018,2,Vellore,60166,0
tamil-nadu,2018,2,Thiruvarur,17005,0
tamil-nadu,2018,3,Tiruchirappalli,119661,0
tamil-nadu,2018,3,Ramanathapuram,29985,0
tamil-nadu,2018,3,Krishnagiri,128769,0
tamil-nadu,2018,3,Cuddalore,84632,0
tamil-nadu,2018,3,Kancheepuram,239985,0
tamil-nadu,2018,3,Tiruppur,172195,0
tamil-nadu,2018,3,Dharmapuri,67318,0
tamil-nadu,2018,3,Thoothukkudi,50858,0
tamil-nadu,2018,3,Thanjavur,70116,0
tamil-nadu,2018,3,Madurai,138064,0
tamil-nadu,2018,3,Tiruvannamalai,77186,0
tamil-nadu,2018,3,Salem,164489,0
tamil-nadu,2018,3,Nagapattinam,32391,0
tamil-nadu,2018,3,Tirupathur,47975,0
tamil-nadu,2018,3,Ariyalur,19441,0
tamil-nadu,2018,3,Chennai,511138,0
tamil-nadu,2018,3,The Nilgiris,25275,0
tamil-nadu,2018,3,Erode,101492,0
tamil-nadu,2018,3,Karur,36648,0
tamil-nadu,2018,3,Kallakkurichi,42462,0
tamil-nadu,2018,3,Viluppuram,59484,0
tamil-nadu,2018,3,Pudukkottai,33467,0
tamil-nadu,2018,3,Perambalur,16465,0
tamil-nadu,2018,3,Coimbatore,318461,0
tamil-nadu,2018,3,Virudhunagar,53656,0
tamil-nadu,2018,3,Dindigul,68304,0
tamil-nadu,2018,3,Sivaganga,34866,0
tamil-nadu,2018,3,Tenkasi,30847,0
tamil-nadu,2018,3,Chengalpattu,368413,0
tamil-nadu,2018,3,Kanniyakumari,54637,0
tamil-nadu,2018,3,Tirunelveli,54056,0
tamil-nadu,2018,3,Thiruvallur,381620,0
tamil-nadu,2018,3,Theni,36969,0
tamil-nadu,2018,3,Ranipet,55677,0
tamil-nadu,2018,3,Namakkal,72500,0
tamil-nadu,2018,3,Vellore,77325,0
tamil-nadu,2018,3,Thiruvarur,23350,0
tamil-nadu,2018,4,Tiruchirappalli,160006,0
tamil-nadu,2018,4,Ramanathapuram,40421,0
tamil-nadu,2018,4,Krishnagiri,172743,0
tamil-nadu,2018,4,Cuddalore,114395,0
tamil-nadu,2018,4,Kancheepuram,318007,0
tamil-nadu,2018,4,Tiruppur,227253,0
tamil-nadu,2018,4,Dharmapuri,91253,0
tamil-nadu,2018,4,Thoothukkudi,67862,0
tamil-nadu,2018,4,Thanjavur,93638,0
tamil-nadu,2018,4,Madurai,183206,0
tamil-nadu,2018,4,Tiruvannamalai,105024,0
tamil-nadu,2018,4,Salem,215365,0
tamil-nadu,2018,4,Nagapattinam,44023,0
tamil-nadu,2018,4,Tirupathur,65372,0
tamil-nadu,2018,4,Ariyalur,26505,0
tamil-nadu,2018,4,Chennai,689276,0
tamil-nadu,2018,4,The Nilgiris,33617,0
tamil-nadu,2018,4,Erode,132294,0
tamil-nadu,2018,4,Karur,48725,0
tamil-nadu,2018,4,Kallakkurichi,59098,0
tamil-nadu,2018,4,Viluppuram,81637,0
tamil-nadu,2018,4,Pudukkottai,44937,0
tamil-nadu,2018,4,Perambalur,22429,0
tamil-nadu,2018,4,Coimbatore,415090,0
tamil-nadu,2018,4,Virudhunagar,71704,0
tamil-nadu,2018,4,Dindigul,90832,0
tamil-nadu,2018,4,Sivaganga,47194,0
tamil-nadu,2018,4,Tenkasi,41206,0
tamil-nadu,2018,4,Chengalpattu,483785,0
tamil-nadu,2018,4,Kanniyakumari,72179,0
tamil-nadu,2018,4,Tirunelveli,70740,0
tamil-nadu,2018,4,Thiruvallur,514830,0
tamil-nadu,2018,4,Theni,49911,0
tamil-nadu,2018,4,Ranipet,75577,0
tamil-nadu,2018,4,Namakkal,94773,0
tamil-nadu,2018,4,Vellore,103405,0
tamil-nadu,2018,4,Thiruvarur,31566,0
lakshadweep,2022,1,Lakshadweep,5990,45410
lakshadweep,2022,2,Lakshadweep,6327,38450
lakshadweep,2022,3,Lakshadweep,6645,18111
lakshadweep,2022,4,Lakshadweep,6961,72377
lakshadweep,2019,1,Lakshadweep,1416,0
lakshadweep,2019,2,Lakshadweep,1747,4580
lakshadweep,2019,3,Lakshadweep,2117,15038
lakshadweep,2019,4,Lakshadweep,2427,17760
lakshadweep,2021,1,Lakshadweep,4577,47283
lakshadweep,2021,2,Lakshadweep,4896,40301
lakshadweep,2021,3,Lakshadweep,5287,49127
lakshadweep,2021,4,Lakshadweep,5638,67320
lakshadweep,2020,1,Lakshadweep,2772,21982
lakshadweep,2020,2,Lakshadweep,3187,29202
lakshadweep,2020,3,Lakshadweep,3644,32128
lakshadweep,2020,4,Lakshadweep,4179,41144
lakshadweep,2018,1,Lakshadweep,501,0
lakshadweep,2018,2,Lakshadweep,686,0
lakshadweep,2018,3,Lakshadweep,918,0
lakshadweep,2018,4,Lakshadweep,1156,0
telangana,2022,1,Narayanpet,141328,24536040
telangana,2022,1,Nalgonda,681754,78536056
telangana,2022,1,Jangaon,230792,33506381
telangana,2022,1,Bhadradri Kothagudem,465349,47828778
telangana,2022,1,Warangal Rural,259006,20722699
telangana,2022,1,Kumuram Bheem Asifabad,128148,23216915
telangana,2022,1,Nizamabad,628661,45635773
telangana,2022,1,Adilabad,182668,25726396
telangana,2022,1,Rajanna Sircilla,223437,20874197
telangana,2022,1,Nagarkurnool,324408,60647215
telangana,2022,1,Peddapalle,392476,26729462
telangana,2022,1,Nirmal,211771,31155753
telangana,2022,1,Mahabubabad,257761,26617012
telangana,2022,1,Sangareddy,997988,48529759
telangana,2022,1,Wanaparthy,183885,21853834
telangana,2022,1,Vikarabad,292925,40205178
telangana,2022,1,Jagtial,358314,32122010
telangana,2022,1,Yadadri Bhuvanagiri,345555,43364083
telangana,2022,1,Medak,250764,26785493
telangana,2022,1,Mahbubnagar,377199,31979642
telangana,2022,1,Jaya Shankar Bhalupally,155585,19712978
telangana,2022,1,Warangal Urban,797162,21446613
telangana,2022,1,Rangareddy,3722676,79856901
telangana,2022,1,Hyderabad,4306136,36924268
telangana,2022,1,Suryapet,420703,35742581
telangana,2022,1,Jogulamba Gadwal,199570,22596775
telangana,2022,1,Kamareddy,314999,34435197
telangana,2022,1,Mulugu,94447,24353047
telangana,2022,1,Medchal Malkajgiri,3138387,36878958
telangana,2022,1,Karimnagar,592752,27194131
telangana,2022,1,Mancherial,371749,35198365
telangana,2022,1,Siddipet,452034,44351650
telangana,2022,1,Khammam,650223,39600384
telangana,2022,2,Narayanpet,149430,27687075
telangana,2022,2,Nalgonda,719911,85869907
telangana,2022,2,Jangaon,243599,37861712
telangana,2022,2,Bhadradri Kothagudem,491003,53037326
telangana,2022,2,Warangal Rural,273508,20983573
telangana,2022,2,Kumuram Bheem Asifabad,135588,26400339
telangana,2022,2,Nizamabad,662427,53358244
telangana,2022,2,Adilabad,192795,29410349
telangana,2022,2,Rajanna Sircilla,235439,24898167
telangana,2022,2,Nagarkurnool,342621,62479162
telangana,2022,2,Peddapalle,413849,28523186
telangana,2022,2,Nirmal,223694,37127191
telangana,2022,2,Mahabubabad,272277,28074074
telangana,2022,2,Sangareddy,1051378,56481101
telangana,2022,2,Wanaparthy,194159,23776454
telangana,2022,2,Vikarabad,309288,45944923
telangana,2022,2,Jagtial,377794,35930120
telangana,2022,2,Yadadri Bhuvanagiri,364848,48725489
telangana,2022,2,Medak,264807,31822099
telangana,2022,2,Mahbubnagar,397421,35909785
telangana,2022,2,Jaya Shankar Bhalupally,164390,19973850
telangana,2022,2,Warangal Urban,838533,21541986
telangana,2022,2,Rangareddy,3911372,82671883
telangana,2022,2,Hyderabad,4519625,32945026
telangana,2022,2,Suryapet,444281,40672431
telangana,2022,2,Jogulamba Gadwal,210937,25329332
telangana,2022,2,Kamareddy,332593,39767491
telangana,2022,2,Mulugu,99897,23789791
telangana,2022,2,Medchal Malkajgiri,3297882,34313710
telangana,2022,2,Karimnagar,624054,29203287
telangana,2022,2,Mancherial,392343,38088686
telangana,2022,2,Siddipet,476865,51826750
telangana,2022,2,Khammam,685755,41834871
telangana,2022,3,Narayanpet,157410,29955283
telangana,2022,3,Nalgonda,758377,93670118
telangana,2022,3,Jangaon,256510,35822117
telangana,2022,3,Bhadradri Kothagudem,517431,50653504
telangana,2022,3,Warangal Rural,288239,19013375
telangana,2022,3,Kumuram Bheem Asifabad,142886,26874360
telangana,2022,3,Nizamabad,697031,46177998
telangana,2022,3,Adilabad,202926,31820070
telangana,2022,3,Rajanna Sircilla,247866,26496042
telangana,2022,3,Nagarkurnool,360550,61610304
telangana,2022,3,Peddapalle,436008,25775599
telangana,2022,3,Nirmal,235565,34768227
telangana,2022,3,Mahabubabad,286902,27203065
telangana,2022,3,Sangareddy,1106571,57423815
telangana,2022,3,Wanaparthy,204432,23476250
telangana,2022,3,Vikarabad,325303,43278116
telangana,2022,3,Jagtial,397688,32356187
telangana,2022,3,Yadadri Bhuvanagiri,384141,50093206
telangana,2022,3,Medak,278966,32430565
telangana,2022,3,Mahbubnagar,418280,36713378
telangana,2022,3,Jaya Shankar Bhalupally,173372,18695239
telangana,2022,3,Warangal Urban,881363,20060029
telangana,2022,3,Rangareddy,4105107,84056871
telangana,2022,3,Hyderabad,4739891,30441899
telangana,2022,3,Suryapet,468196,37304827
telangana,2022,3,Jogulamba Gadwal,222094,28532292
telangana,2022,3,Kamareddy,350370,37129247
telangana,2022,3,Mulugu,105383,22624524
telangana,2022,3,Medchal Malkajgiri,3463208,31069503
telangana,2022,3,Karimnagar,656534,29267383
telangana,2022,3,Mancherial,413504,36518078
telangana,2022,3,Siddipet,502130,52694134
telangana,2022,3,Khammam,721877,41592039
telangana,2022,4,Narayanpet,164467,13004567
telangana,2022,4,Nalgonda,793688,62529082
telangana,2022,4,Jangaon,268072,24657265
telangana,2022,4,Bhadradri Kothagudem,542203,35537846
telangana,2022,4,Warangal Rural,301876,21240770
telangana,2022,4,Kumuram Bheem Asifabad,149386,13154999
telangana,2022,4,Nizamabad,729287,56961137
telangana,2022,4,Adilabad,212112,15274623
telangana,2022,4,Rajanna Sircilla,259226,22135576
telangana,2022,4,Nagarkurnool,376720,30738008
telangana,2022,4,Peddapalle,457038,32257672
telangana,2022,4,Nirmal,246252,22299241
telangana,2022,4,Mahabubabad,300406,20996907
telangana,2022,4,Sangareddy,1159594,87156905
telangana,2022,4,Wanaparthy,214000,16391933
telangana,2022,4,Vikarabad,339772,29400033
telangana,2022,4,Jagtial,416065,33144670
telangana,2022,4,Yadadri Bhuvanagiri,401963,39445615
telangana,2022,4,Medak,291807,25833641
telangana,2022,4,Mahbubnagar,437901,36385513
telangana,2022,4,Jaya Shankar Bhalupally,181521,13309373
telangana,2022,4,Warangal Urban,923715,54185496
telangana,2022,4,Rangareddy,4296707,284957579
telangana,2022,4,Hyderabad,4962214,248166634
telangana,2022,4,Suryapet,490568,35754743
telangana,2022,4,Jogulamba Gadwal,232376,14372667
telangana,2022,4,Kamareddy,366726,29482223
telangana,2022,4,Mulugu,110228,8903451
telangana,2022,4,Medchal Malkajgiri,3628619,224766696
telangana,2022,4,Karimnagar,687385,50465466
telangana,2022,4,Mancherial,433627,34541874
telangana,2022,4,Siddipet,525155,47803119
telangana,2022,4,Khammam,755705,45973189
telangana,2019,1,Narayanpet,40074,0
telangana,2019,1,Nalgonda,211184,0
telangana,2019,1,Jangaon,75697,0
telangana,2019,1,Bhadradri Kothagudem,143331,0
telangana,2019,1,Warangal Rural,86129,0
telangana,2019,1,Kumuram Bheem Asifabad,36654,0
telangana,2019,1,Nizamabad,186351,0
telangana,2019,1,Adilabad,52692,0
telangana,2019,1,Rajanna Sircilla,74849,0
telangana,2019,1,Nagarkurnool,93752,0
telangana,2019,1,Peddapalle,146982,0
telangana,2019,1,Nirmal,62468,0
telangana,2019,1,Mahabubabad,80528,0
telangana,2019,1,Sangareddy,346529,0
telangana,2019,1,Wanaparthy,56006,0
telangana,2019,1,Vikarabad,82823,0
telangana,2019,1,Jagtial,114424,0
telangana,2019,1,Yadadri Bhuvanagiri,112847,0
telangana,2019,1,Medak,79145,0
telangana,2019,1,Mahbubnagar,117364,0
telangana,2019,1,Jaya Shankar Bhalupally,52428,0
telangana,2019,1,Warangal Urban,301881,0
telangana,2019,1,Rangareddy,1470874,0
telangana,2019,1,Hyderabad,1638436,0
telangana,2019,1,Suryapet,131272,0
telangana,2019,1,Jogulamba Gadwal,57206,0
telangana,2019,1,Kamareddy,96369,0
telangana,2019,1,Mulugu,27532,0
telangana,2019,1,Medchal Malkajgiri,1279531,0
telangana,2019,1,Karimnagar,218609,0
telangana,2019,1,Mancherial,131128,0
telangana,2019,1,Siddipet,152281,0
telangana,2019,1,Khammam,206049,0
telangana,2019,2,Narayanpet,46909,341227
telangana,2019,2,Nalgonda,243227,1776843
telangana,2019,2,Jangaon,87261,760266
telangana,2019,2,Bhadradri Kothagudem,166124,1213631
telangana,2019,2,Warangal Rural,99395,904458
telangana,2019,2,Kumuram Bheem Asifabad,42328,270599
telangana,2019,2,Nizamabad,217841,1405542
telangana,2019,2,Adilabad,60912,354686
telangana,2019,2,Rajanna Sircilla,85094,563030
telangana,2019,2,Nagarkurnool,110443,861099
telangana,2019,2,Peddapalle,164429,1242370
telangana,2019,2,Nirmal,72367,438946
telangana,2019,2,Mahabubabad,93293,769780
telangana,2019,2,Sangareddy,395371,3054588
telangana,2019,2,Wanaparthy,65235,513463
telangana,2019,2,Vikarabad,97441,677070
telangana,2019,2,Jagtial,130387,736541
telangana,2019,2,Yadadri Bhuvanagiri,130181,1091523
telangana,2019,2,Medak,91570,733529
telangana,2019,2,Mahbubnagar,135546,956919
telangana,2019,2,Jaya Shankar Bhalupally,60052,551657
telangana,2019,2,Warangal Urban,342602,3114627
telangana,2019,2,Rangareddy,1651300,16960204
telangana,2019,2,Hyderabad,1856926,18761439
telangana,2019,2,Suryapet,151114,1016067
telangana,2019,2,Jogulamba Gadwal,66672,464175
telangana,2019,2,Kamareddy,111871,813768
telangana,2019,2,Mulugu,32156,238533
telangana,2019,2,Medchal Malkajgiri,1428880,14391832
telangana,2019,2,Karimnagar,246886,1738874
telangana,2019,2,Mancherial,147346,1028634
telangana,2019,2,Siddipet,175413,1382293
telangana,2019,2,Khammam,239435,1714089
telangana,2019,3,Narayanpet,53512,1197912
telangana,2019,3,Nalgonda,274568,6355907
telangana,2019,3,Jangaon,97865,2765744
telangana,2019,3,Bhadradri Kothagudem,187580,4480623
telangana,2019,3,Warangal Rural,111605,3335073
telangana,2019,3,Kumuram Bheem Asifabad,47616,1004225
telangana,2019,3,Nizamabad,248977,5147161
telangana,2019,3,Adilabad,68686,1258579
telangana,2019,3,Rajanna Sircilla,95396,2042927
telangana,2019,3,Nagarkurnool,126599,3246839
telangana,2019,3,Peddapalle,181084,4336697
telangana,2019,3,Nirmal,81523,1704014
telangana,2019,3,Mahabubabad,105126,2713299
telangana,2019,3,Sangareddy,441944,11628139
